ID,Population_Density,Perc_Housing_Single_Family,Mean_Commute_Time,Percent_Properties_Commercial,Med_Housing_Value,Med_Housing_Year_Constructed,Perc_Housing_Furnace_5_Years,Number_Code_Citations
180128,2370.515473,0.770274238,50.09084093,0.229650679,280675.3785,2002.574657,0.763612362,8.165320091
952992,2307.419088,0.769797982,42.95491446,0.305338602,225447.8258,2007.917676,0.775141817,8.069733288
360004,2398.316631,0.761681945,42.3761945,0.291429523,177427.0784,2003.95394,0.773970361,9.25430593
450864,2358.865286,0.739185706,45.18255123,0.282452987,221809.7188,2007.999884,0.730463287,8.968752761
622135,2385.059023,0.694808959,50.64504173,0.213975028,196116.8314,2001.715082,0.739971558,6.004390993
1069825,2461.705662,0.725963471,54.41720466,0.249181865,225250.6955,2003.473279,0.766559574,8.242935968
899934,2502.369419,0.718043348,51.15696087,0.215819283,203031.9906,2006.105374,0.802264957,10.97403049
486218,2368.289008,0.787065227,39.26825175,0.295280554,173413.1502,2002.36748,0.740371146,11.80796272
554028,2630.604634,0.740014994,46.27024066,0.264979387,171991.3473,2000.336321,0.719743415,8.948028847
593422,2394.874202,0.761351425,45.81234509,0.266481339,201316.0572,2010.320955,0.762443594,7.055293603
576502,2336.747361,0.76327055,43.91549589,0.355201884,189727.1921,2000.870534,0.759363434,8.667356931
869027,2633.370302,0.736434009,50.81477575,0.21556283,227581.1738,2013.955142,0.747364273,7.210333535
351225,2393.92265,0.77418094,53.63482841,0.207307295,230959.9447,2001.232664,0.728880274,10.87811289
727903,2519.739401,0.721563285,43.78097709,0.332936516,173448.8033,2018.030723,0.799730057,4.688960868
782920,2622.649036,0.766221072,40.48463414,0.306249606,243289.6547,1998.520438,0.664866446,8.712114132
964092,2515.883955,0.706716992,45.58733538,0.304506838,148476.4214,1998.748449,0.730691725,12.02480627
910992,2263.075356,0.748911271,43.89378907,0.294568008,210961.8297,2001.941282,0.706277484,8.422284046
889521,2174.670153,0.787553951,51.50898241,0.263071886,173661.4369,2002.778473,0.772729372,8.688058428
1186855,2276.384129,0.7565325,54.98203346,0.264035917,229969.8773,2003.330709,0.72897319,3.67054509
1358898,2674.327231,0.737465522,46.60846247,0.358848113,167330.3508,2003.359401,0.710502291,7.061082053
1285285,2793.495852,0.757655572,41.66496553,0.352331717,214133.5786,2004.597489,0.737338559,3.487479669
250963,2442.303129,0.772140742,41.58234682,0.259241929,232792.7553,2017.372747,0.799742292,2.930129517
1270281,2222.411688,0.776438854,45.5694756,0.301470437,253317.3446,2018.662851,0.82589017,1.731267825
303996,2624.722844,0.764368253,49.48562158,0.222060557,170910.7705,1999.333603,0.723609254,6.545487217
587473,2464.860307,0.721283931,40.87953826,0.343501305,136902.6783,2017.442997,0.732946995,8.137202413
234516,2727.497597,0.761253285,36.77226684,0.327559895,177046.8064,2019.020749,0.820453518,9.096391825
843967,2666.708419,0.704667012,55.24839166,0.216360296,212470.3229,1999.216385,0.74748936,11.37357517
1118971,2606.295801,0.722111378,42.74975105,0.268723202,192228.9544,2008.602534,0.728232651,5.405295721
1180064,2249.385272,0.77938777,48.70752474,0.262417589,223330.2494,2007.992692,0.777229338,10.19414859
1148510,2302.721055,0.77061931,44.60989517,0.285211929,171823.8342,2006.509603,0.779434445,11.41180272
730542,2926.572057,0.736379624,43.95150669,0.283691793,210196.3383,2009.705943,0.717742455,3.877714449
1004736,2442.992851,0.708715732,39.88142644,0.306184533,211892.295,2004.089157,0.739472278,8.103147206
186961,2333.632421,0.789100168,52.11316725,0.231064661,162235.7618,2009.083321,0.798575347,2.271060154
939378,2554.981136,0.779192714,43.43033696,0.270700505,236361.2869,2005.815956,0.734624379,7.462083597
132533,2602.473246,0.76303802,34.22986612,0.307835107,195200.4573,2008.164333,0.764720746,7.683027979
338057,2352.193311,0.720191499,40.40555602,0.3292677,226700.762,2012.229975,0.762869564,0.664153568
1142710,2396.888556,0.834752291,41.39705859,0.265743089,212961.0647,2003.890927,0.75601186,-0.171430639
1327031,2327.128677,0.74789031,52.2902424,0.240712637,290125.5579,2003.18073,0.777007927,8.682562845
1002990,2640.805392,0.742380735,48.36770748,0.278179869,277055.5319,2013.008015,0.787644916,7.174209436
583311,2443.258539,0.730590046,43.23435948,0.302986767,192577.1146,2003.573467,0.72824632,6.780866856
1320710,2904.935163,0.740350747,43.37734821,0.340031182,232424.0694,2003.015546,0.763490254,5.740739683
885841,2519.064312,0.763515817,48.32929271,0.369489277,180619.619,1997.903847,0.750464423,9.934426435
1058157,2210.393443,0.794099559,43.5388314,0.292391224,164259.4718,2015.058638,0.740272572,7.304136284
306694,2444.874955,0.710142319,41.53962958,0.306611305,217729.0776,2007.958762,0.744145557,5.502226722
757131,2578.590306,0.733306519,40.39975515,0.291379451,219855.1655,2009.875752,0.761261525,1.925865117
1206522,2623.526243,0.827692009,50.54455021,0.299405565,187131.1586,1995.372899,0.680419143,11.94097978
1138043,2282.833296,0.708986889,45.93345718,0.238055762,162662.797,2000.12168,0.69678632,14.09086088
1257753,2549.312636,0.726274582,41.34861014,0.327038439,234246.1435,2012.268362,0.813909732,5.602295094
1035370,2513.72959,0.71535038,42.18544355,0.305741166,187071.7686,2005.122548,0.730266017,4.047513864
1217133,2488.752177,0.72882894,46.08785924,0.320465902,189426.8129,2006.108973,0.728399245,3.323227654
1328023,2486.507329,0.710704013,43.42576557,0.291407571,149348.2851,1999.597811,0.788745695,8.730285413
831877,2561.543583,0.722460837,36.34589804,0.280515618,292914.3492,2009.906545,0.752044051,2.092354598
1014497,2210.39879,0.782614086,43.17642296,0.278238542,202710.9584,1997.226445,0.751620216,4.225191161
767563,2535.424555,0.76453556,48.74783617,0.251923612,163892.0218,1999.757342,0.744426262,9.953339983
999939,2459.866945,0.778067951,43.17151827,0.271587548,224146.2376,2009.220551,0.769962612,5.367787886
1148136,2463.262541,0.790107147,33.80981599,0.327637195,149371.5793,2005.716754,0.759333075,6.975624824
367409,2626.691775,0.800660352,49.38846438,0.225882928,188198.1033,2007.58376,0.721772289,1.869916262
722428,2617.902998,0.790704302,50.87101507,0.239886715,137811.1511,2001.864836,0.7550104,14.97017213
536993,2444.723383,0.745120991,43.01167494,0.317373917,212695.4859,2004.920193,0.740907029,4.77795458
811186,2577.575965,0.733423185,40.97878782,0.285595777,233768.7647,2010.50554,0.815194848,8.110803791
663563,2304.055212,0.750563016,46.03760007,0.334731443,161226.0512,2009.175865,0.73177925,9.884142241
1208821,2596.410002,0.757096676,49.41013312,0.302308564,183270.5217,2006.320016,0.772649801,3.06579221
1140427,2073.20717,0.748033181,40.42545926,0.32716062,202705.0223,2010.462972,0.750860888,4.490486624
972187,2478.373478,0.743910446,34.6931719,0.333042303,137291.9408,2007.670419,0.785347124,8.354705955
356670,2817.647887,0.741898766,39.0349059,0.332955112,182781.0949,2001.423969,0.721653978,16.62196275
1221970,2756.32687,0.753910016,45.29039709,0.278798265,199240.3685,2001.20427,0.712761329,10.45098595
348972,2615.899889,0.734625156,43.58270761,0.301000649,244731.4271,2007.252098,0.779510884,9.666904937
102430,2830.61981,0.725482168,37.58310501,0.319237805,129903.4024,2004.476428,0.791527873,4.370186284
137445,2540.619401,0.710028949,42.11009966,0.316997692,171358.3736,2007.682924,0.748431998,7.748631554
1148395,2372.321525,0.744945644,50.47391421,0.22521598,254851.1451,2014.088833,0.715212766,6.178216163
1348048,2629.568184,0.76533741,35.6325295,0.342091977,212224.1709,2004.756947,0.755723919,4.46604959
1155208,2318.569463,0.761060054,45.31955802,0.290040575,257058.2805,2005.366612,0.786601195,13.8123659
1363901,2502.979774,0.757817097,47.17247193,0.258194724,199907.2574,2007.341919,0.721417068,6.450949599
1375446,2741.655451,0.752328956,44.14001839,0.302018847,229615.1331,2009.210382,0.759736264,7.308415523
778612,2398.035783,0.772849395,51.29656581,0.266812177,169564.3749,2001.172562,0.773967487,17.56260916
828524,2569.251092,0.75229325,45.68277634,0.265042551,284321.9258,2008.9658,0.744787676,8.786155338
699129,2601.754009,0.715301062,43.70458417,0.311898847,226518.6738,2005.209732,0.733233575,13.24670212
1157767,2398.346606,0.68201578,45.10371155,0.23874466,167993.1757,2003.129187,0.767156998,5.026207049
760726,2124.135412,0.79604099,47.51075711,0.236400791,174913.0321,2008.372875,0.769138891,5.649156629
429608,2783.996541,0.713257278,42.89640481,0.31435521,203496.9863,2006.220402,0.835783612,4.843004453
789381,2294.344328,0.755100938,49.79063436,0.316932199,141890.3348,1998.884429,0.73493419,17.75928832
1022007,2773.952986,0.776730878,52.88283598,0.262579288,201984.9583,2012.453839,0.734217415,14.84372678
297348,2507.087853,0.786191735,48.35707158,0.234643402,193223.1042,2002.047043,0.789071804,13.1017242
1361244,2209.369152,0.753957931,42.54271584,0.237189495,132686.5759,2019.61192,0.826648984,-0.979967677
719930,2550.056774,0.731649727,39.61082074,0.303558415,134494.4633,1993.669469,0.711861201,17.48642242
179291,2359.823105,0.805382486,44.53938889,0.366360301,157799.734,1999.007019,0.661762317,16.78921277
375983,2369.167234,0.751211714,50.75483755,0.235228994,99589.5422,2008.541222,0.78979207,8.462392086
250712,2498.527577,0.716186964,52.35228099,0.244647776,146162.2144,2002.362669,0.724146462,7.284507274
541457,2652.32864,0.717597211,49.45652959,0.26335221,222258.0344,2009.186662,0.776540996,-0.180737724
547107,2258.712427,0.687055149,44.73314305,0.240056239,130609.4071,1997.726076,0.663395697,10.06397581
573541,2584.229741,0.794556777,42.65845202,0.339569122,155350.7713,2006.072112,0.780855527,9.525527797
137436,2646.599226,0.777627591,39.81501279,0.300582533,247034.2243,2009.317902,0.791325502,2.806370786
1007475,2642.890653,0.735764215,41.99995991,0.248670477,118088.1994,2001.301139,0.776722797,16.11368769
633526,2408.242089,0.788038662,51.30850783,0.239367718,250425.862,2007.163674,0.744395236,4.946954563
708136,2467.670008,0.739313095,48.8453301,0.272391408,215215.2476,2006.411842,0.782284013,10.67719747
185416,2514.876206,0.748083388,50.56381644,0.300431362,191987.6722,1999.549535,0.713767787,2.431875158
197679,2093.439203,0.769657814,47.93063477,0.281241128,221744.5969,2006.375556,0.755315851,8.614527471
445526,2596.878715,0.77353117,49.41195872,0.292842987,259454.4121,1999.345157,0.707143893,8.606635037
1289484,2349.241026,0.730302908,50.38519535,0.280118679,179900.2995,2008.555307,0.78892264,15.72669534
562901,2083.474876,0.810904387,48.50706857,0.291125962,154246.8874,2012.894423,0.7479227,8.512014727
196160,2668.039037,0.783198908,51.81507648,0.272274661,204472.4986,2003.816465,0.737959753,7.029363216
1064265,2546.785359,0.769602913,32.87795872,0.310967052,208812.8365,2011.141119,0.765123571,11.30483568
525843,1970.30451,0.801259964,44.21955736,0.279663161,247745.7345,2007.588096,0.730180778,11.51256237
231129,2491.572015,0.699960999,39.51462104,0.315374842,249688.3986,1999.912182,0.804888188,8.481453578
142438,2483.390031,0.808323836,47.03679174,0.247552899,263707.5528,1996.122115,0.742103149,13.70147924
412311,2595.36762,0.739971782,39.81625513,0.251664585,183063.1636,2000.14372,0.721798888,8.956713784
1091181,2604.083172,0.747236869,41.85229992,0.27553226,158380.7733,2008.958082,0.741238766,10.66996508
710269,2652.878647,0.750540433,31.39431911,0.376111101,225281.6707,2009.362018,0.756938891,2.207790736
143858,2251.540236,0.81019367,41.54114289,0.29087388,165769.4657,2002.843045,0.774044741,7.744770007
1138080,2349.092152,0.697088842,35.75353273,0.268630406,218453.8668,1995.97524,0.748916895,13.82994757
666641,2541.65978,0.72102525,45.33399795,0.313652389,167626.943,1999.274857,0.749679564,5.519587652
427052,2536.472913,0.731328924,43.33511276,0.306854601,180105.8464,2005.407442,0.727168711,5.889203061
1217092,2472.127019,0.760469598,41.4438814,0.284992435,147734.6781,2002.196658,0.703617119,5.84238141
1180850,2467.265984,0.787915356,43.236374,0.277029965,276541.9196,2006.950781,0.776416935,16.89490401
273527,2518.265892,0.741123089,49.83184316,0.240098947,230613.2416,2014.14939,0.80091109,7.40076183
871525,2629.918759,0.739221456,50.5320441,0.266103314,239904.1726,2003.968155,0.719751472,11.03262779
897514,2380.878725,0.757236427,44.53317905,0.330602559,191347.5558,2003.61686,0.697650813,5.186712352
697359,2557.625759,0.743206728,41.70282794,0.300215003,177663.9609,2005.073259,0.730831365,11.4043242
219926,2632.289658,0.756384595,46.26373055,0.304078044,258387.6709,2001.540133,0.74126581,11.39851548
667274,2442.453499,0.813767438,37.48757638,0.268904879,258452.8246,1992.30535,0.680112131,11.98210493
270034,2764.90907,0.762542808,45.21362909,0.252920223,196086.9493,2004.961982,0.786254672,12.5196101
759991,2299.821334,0.849995114,49.68501495,0.227729235,169582.154,1999.628113,0.761484443,5.62626097
130654,2516.514017,0.729296285,43.16680683,0.27182051,150152.2043,1996.80544,0.702737561,3.083728363
1007631,2636.768895,0.698263513,42.0721105,0.299506367,234395.1634,1998.951783,0.707681457,12.78707277
642594,2589.504237,0.777199629,51.72598854,0.256800828,227108.2363,2005.779191,0.76805668,7.698566448
866151,2598.636579,0.736971839,42.86088901,0.279826612,175712.0502,2005.660981,0.737702019,7.466975716
806168,2500.634391,0.724416338,41.88429714,0.293720763,295639.8024,2000.380001,0.753044627,10.47745007
371753,2410.382132,0.701027079,49.12894231,0.291005583,263707.5891,1999.687485,0.761487559,7.4170813
1208467,2498.057977,0.802846276,36.61978374,0.335178907,213674.2114,2005.055854,0.776906678,16.36521043
486216,2800.157867,0.750138962,54.66323659,0.208878268,190020.8633,1998.48722,0.699267905,9.433881292
336865,2842.682698,0.716423626,50.28257247,0.269018368,205616.2102,2008.270686,0.751125039,5.363154378
1193642,2442.118312,0.780967333,52.25687636,0.265434578,221399.3052,2006.923428,0.718821068,8.955303239
236273,2538.175405,0.712370609,39.93225033,0.333907187,228442.4137,2005.310536,0.707780264,-0.719158726
964702,2328.636145,0.758976063,45.12078819,0.303480176,176336.9174,2004.284772,0.732722651,8.264860025
360134,2493.468228,0.831213078,49.02144945,0.245141335,196559.156,2004.930058,0.754239363,5.881329944
782086,2429.435843,0.763368784,40.40212372,0.277145262,167119.9694,2010.204894,0.790514808,8.88209668
1130080,2377.411115,0.745395842,45.1813351,0.218457321,141385.142,1997.15374,0.772669352,13.47949529
1274973,2711.017947,0.669289677,48.34705159,0.267056454,196850.231,2009.325447,0.845360187,5.288833876
1216182,2556.72131,0.745917884,37.26396672,0.312517795,116998.9625,2007.723868,0.740301777,8.989297709
1364430,2197.333338,0.760769977,38.34159493,0.365012783,199529.3575,1998.559136,0.706890641,17.09146695
668377,2312.951814,0.775410941,37.38855148,0.294273403,232208.5996,2007.529928,0.790812759,4.793354157
1063977,2450.899131,0.732807062,38.93146124,0.308395587,230112.1435,2003.343758,0.739003427,8.293604657
853610,2590.150912,0.749640375,47.54771497,0.253312137,190437.0424,2001.118628,0.741355804,8.588752665
526339,2129.397799,0.772143441,47.95076882,0.362567235,247787.3025,1999.694759,0.793269971,5.544489775
1089890,2403.315964,0.739775642,44.653792,0.246182019,189947.8765,2004.606472,0.77456977,7.27335893
343526,2460.227273,0.766189134,44.92862333,0.259724876,159735.6015,2010.472473,0.807524995,8.615753947
1161895,2601.9941,0.769073841,43.13240865,0.312465862,173974.2624,2001.853649,0.757806678,7.363793187
338362,2841.123368,0.675615137,44.45090405,0.273963002,191632.7936,2007.818299,0.759462318,5.286810441
1298595,2521.476395,0.774049599,59.18121388,0.223755197,219193.5442,1998.689459,0.693237327,22.85281812
437834,2714.220185,0.734115754,42.82959261,0.299204949,246437.4881,2002.218979,0.748982743,3.763723494
389239,2391.294594,0.765743944,44.74950668,0.238076487,154134.5684,1994.50903,0.690147719,8.801018867
688493,2163.927463,0.763668299,31.40078914,0.326668161,261017.6518,2002.533558,0.748254907,8.125698702
819747,2483.104149,0.749127768,46.18126134,0.272180054,229624.1728,2009.58539,0.791598172,0.561469814
479138,2760.592424,0.675335732,45.91495062,0.30052576,184334.1347,2005.274297,0.75301412,12.27594631
714525,2350.710462,0.724549596,41.03909153,0.298927479,180235.6788,2004.313243,0.776839899,11.60001922
439167,2747.559361,0.683215135,50.06029038,0.297445914,177902.5648,2004.904255,0.781674015,8.386090528
1155222,2109.947435,0.818987192,43.25026657,0.292966695,208764.5648,2004.541422,0.736846341,11.41585806
182048,2458.602603,0.765592839,43.44100726,0.293563064,237088.6793,2007.319007,0.702710292,5.90100176
779652,2433.182701,0.783654044,61.67858842,0.227628207,152870.0828,2004.544727,0.746684842,9.456791315
938477,2364.502911,0.781216962,55.09815799,0.232989754,178995.1872,2005.690551,0.735104283,6.509970905
699369,2235.915153,0.755871158,51.16913064,0.248852246,225515.0337,2007.528576,0.802086955,4.794816516
638503,2885.767439,0.752286606,41.11112875,0.307012839,129978.5908,2000.568558,0.730425516,7.264555559
866521,2546.763516,0.760325104,43.27377049,0.330972005,211592.4482,2009.528873,0.755579436,12.16050158
1192329,2165.625306,0.747451402,32.78631556,0.434346632,182186.9031,2001.826316,0.724459171,10.02354069
1405954,2689.197414,0.735661768,56.20453306,0.254314986,226191.9192,2006.148551,0.745072584,9.429704899
411497,2252.317526,0.738786547,39.20990006,0.330554318,193339.0871,1998.984388,0.724614281,15.57687058
433055,2957.437261,0.7293162,41.93672645,0.303941801,193318.1669,2002.670705,0.730926545,13.18993677
847988,2607.319137,0.729053167,40.12214997,0.256947674,127986.5166,2006.306945,0.745584844,3.402520418
807169,2634.590027,0.753487058,44.74485371,0.238918624,219710.1395,1999.037321,0.714503477,12.11049632
912193,2444.857263,0.737209752,52.90889243,0.210765358,221049.8553,2004.701459,0.749801953,5.897390887
578579,2463.249291,0.796772828,51.20722513,0.243179207,176531.7839,2005.4717,0.779483459,9.511077839
391770,2702.540476,0.744104305,51.69872238,0.257182119,120939.0534,2003.717316,0.749976683,6.412459293
712639,2637.299518,0.801807473,43.8291773,0.299746239,157056.4893,1995.737047,0.677728534,13.90102384
1168816,2677.885502,0.735713677,45.7298948,0.251309478,186291.4477,2007.483232,0.785158637,11.79293193
912033,2999.806983,0.710463577,54.63216022,0.273072215,231817.5475,2003.617846,0.729599526,0.293044598
750408,2583.016082,0.752990333,47.82880282,0.257672225,188971.0764,2012.371396,0.795434843,10.23066053
509895,2676.258846,0.678392488,47.6972491,0.273053633,182610.7169,2005.507325,0.774973642,4.981904927
433147,2790.783575,0.751960577,45.9216206,0.269498631,273559.645,1999.843376,0.72907111,10.35117981
683780,2557.728096,0.729755932,38.91474076,0.245975941,243850.1518,2002.402509,0.743345209,10.79498863
1209926,2868.099262,0.703859525,40.35917534,0.302493749,181095.4246,1995.260583,0.738009676,6.489812586
1192905,2638.801121,0.737484952,38.95708814,0.320855417,164107.6811,2002.528067,0.756085669,11.7972071
458818,2616.019879,0.740839982,57.10526707,0.182624965,240880.9122,1997.968651,0.730083631,11.3119536
1289551,2580.185659,0.732866731,45.47234319,0.348807448,193012.5404,2006.039544,0.731039172,7.008237108
1162629,2360.644452,0.756884893,42.48086188,0.302767946,171739.8106,2009.065112,0.779344495,2.88327759
1176769,2697.047486,0.782248747,55.77425775,0.210966433,176791.6432,2010.602184,0.748754185,7.973129877
873757,2311.482206,0.764299173,45.80115911,0.292425452,248590.9517,2004.998008,0.698153784,9.72025518
1058414,2198.111496,0.816339734,48.55932485,0.244833402,276070.3289,1999.929492,0.749836052,5.48679572
483329,2148.673352,0.781869484,40.48670099,0.305543532,199859.7028,2004.70544,0.744767294,11.34017225
1022384,2783.689781,0.736709695,46.78057149,0.236643826,102863.2105,2002.36363,0.750274581,16.32725475
1088102,2177.555239,0.761820504,42.78465936,0.270327155,193408.0055,2000.751757,0.734251225,-0.201106909
1212149,2352.7425,0.751460585,51.71800842,0.221108154,254123.4335,2007.530769,0.758548721,11.71074991
907784,2701.889094,0.717409525,48.63391814,0.241996137,184859.3721,2004.341521,0.739888642,6.064466958
1285725,2203.228948,0.789331304,44.96310903,0.276319332,193062.4383,1996.973992,0.740442461,6.082813858
532737,2546.003459,0.766590741,44.47568412,0.258273959,194887.9662,1998.986487,0.760843069,11.06204985
1327639,2243.130148,0.778735665,52.22500397,0.303284831,251804.6961,2001.181489,0.700022371,6.878467544
532100,2543.302633,0.684724172,35.13722151,0.304281736,215518.0942,2008.513014,0.731064256,9.362558931
1373527,2262.802248,0.754207238,46.22156643,0.242137565,123552.5133,2009.596896,0.767039611,7.103408007
414061,2105.364818,0.751074149,47.39385545,0.298811435,258452.4832,2005.29154,0.760020579,4.337002634
632416,2271.47044,0.742719402,37.77776657,0.294632993,184277.3892,1994.389087,0.700160514,15.15534401
1138934,2581.200814,0.765637692,34.46274956,0.296715568,199814.7829,2007.284359,0.766497492,9.683823611
266350,2345.405327,0.803165427,45.79507171,0.28783632,231831.2963,1998.858317,0.716504279,6.634275145
447338,2356.907961,0.786434236,45.22803672,0.285633742,107577.8569,2011.56137,0.777004504,4.82260603
1361743,2581.471446,0.747964064,45.46828509,0.214667501,187863.4078,2000.12189,0.743889532,9.422593487
196015,2225.322606,0.746913677,43.5259502,0.288084581,183021.083,2007.484286,0.774976321,20.01152887
953274,2363.227071,0.778284973,51.10896702,0.23984292,204400.3843,2005.160417,0.73787043,8.198311211
1205224,2077.386785,0.802278341,41.71573991,0.26224779,235654.6943,2005.418095,0.754621726,9.351681223
953933,2374.908806,0.777608784,43.77540731,0.292321951,233059.7856,2012.345012,0.770493238,11.35043285
562206,2933.99543,0.672243429,37.77956352,0.294367531,160670.7247,2010.111807,0.744473758,8.696240416
823643,2589.136033,0.770139808,42.92565361,0.27765765,248109.1842,2008.150939,0.767912433,5.047446234
743179,2353.567669,0.73336224,39.67610673,0.324507253,187119.5486,2004.196493,0.750121362,17.23687249
792819,2633.940003,0.718940125,39.91053959,0.324224512,156489.0168,1997.043808,0.717485934,13.57433349
580596,2295.04567,0.750740854,44.19605113,0.32208879,200330.4341,2002.003359,0.765376186,5.411670461
1388566,2378.870339,0.789002164,40.26381564,0.264169703,169850.7978,2008.348328,0.717951887,11.97454612
1203980,2796.765081,0.70075774,50.37496755,0.264024229,185862.7195,1999.23957,0.716405003,7.997856379
597254,2291.132634,0.79792394,46.03449077,0.321820292,242255.9337,1996.296478,0.759361098,8.304133821
1054547,2353.771855,0.800241447,47.62042486,0.284809717,236608.6593,2010.226077,0.770973338,11.13522221
1391536,2488.14325,0.711008109,44.85049748,0.286313364,197761.7559,2003.492392,0.703103494,7.722362099
612233,2756.255657,0.751011643,40.49780145,0.343237104,192627.1097,2013.550412,0.792567185,6.56666619
234636,2441.048685,0.773839831,46.13557083,0.256573225,191036.4998,2002.775614,0.748259284,12.05905448
1002688,2810.048607,0.733525679,42.41658156,0.352594393,231729.5801,1997.583875,0.738110393,10.26423759
270631,2426.005904,0.79082718,44.1668229,0.268743618,182408.0945,2005.362619,0.719176789,5.254530408
344521,2291.120791,0.716899404,38.30274026,0.326385658,214901.0669,2015.261911,0.772842154,3.982489217
1322343,2677.825427,0.756700006,44.29432166,0.290818574,132836.6163,2005.532252,0.743792538,12.73318512
629745,2611.104954,0.756712901,45.37919277,0.264232809,190531.5213,2011.050078,0.779983015,6.535425562
151994,2486.788494,0.729584446,39.02861582,0.306152842,295573.1323,2005.513754,0.759338904,11.44110822
1332048,2375.848048,0.797157292,50.18341258,0.229327057,227087.784,2006.722345,0.758605226,8.744104229
302296,2725.80586,0.778014105,45.017764,0.300669417,188155.6446,1997.252789,0.743147055,13.18230612
1285483,2348.152718,0.750537254,46.28779984,0.308426078,142674.4748,2005.621672,0.718011142,15.78102948
879221,2558.105092,0.768031774,42.07813518,0.354162802,174206.9259,2001.149242,0.679665281,8.563398318
251936,2035.979668,0.773393655,44.43239694,0.242560031,214681.6898,2003.105778,0.797998889,6.79944061
1320916,2554.943573,0.661733756,48.5858137,0.227404248,196556.4236,2007.956135,0.724640558,6.554804005
1166425,2389.311122,0.74646599,56.33801357,0.243299546,182506.3601,2014.91192,0.794647468,3.417034963
1125171,2425.471324,0.724283743,53.21959234,0.211058888,151283.6445,2003.957286,0.738123416,8.353498214
508559,2709.494635,0.726419011,51.58923314,0.254202502,215736.7885,2013.996828,0.783659623,5.585819096
1097552,2297.15193,0.786445659,40.97178914,0.303127504,268633.3465,2000.74917,0.746849185,7.839886196
317549,2487.281408,0.839592756,49.308453,0.267695639,177032.2845,2012.281796,0.826336876,4.799256355
765257,2711.396057,0.766671166,42.04563137,0.353786246,220408.4217,2004.455953,0.711313926,5.889305814
836283,2753.092684,0.749322615,44.21054593,0.308081878,263823.1639,1996.140196,0.684305942,11.70360265
385213,2861.48486,0.701135277,37.25334281,0.290099209,223962.0314,2013.025476,0.784077456,10.3470005
150195,2513.586589,0.717050266,53.2056546,0.232742048,232087.2288,2014.386551,0.79759157,0.323075778
1026251,2541.866605,0.795017979,44.30205557,0.260412984,176329.5033,2010.53338,0.76208269,3.563507175
155977,2461.602782,0.726821111,49.64140359,0.290633352,249225.4298,2008.243663,0.74195484,7.549860073
403860,2569.613261,0.74837605,41.83974564,0.253541957,292627.3939,2002.558597,0.762622516,12.99671445
370348,2501.981117,0.715396077,43.77505659,0.301614732,190181.9228,2005.457889,0.762492835,9.537949166
1316177,2533.430088,0.711950589,38.01015028,0.341994271,193304.1634,2005.361558,0.777258353,9.492710479
859135,2556.981854,0.755688783,53.379681,0.203584995,146250.0781,1999.487427,0.752509053,8.579484433
946937,2619.761609,0.807965011,40.60091576,0.313513735,223725.974,2011.47775,0.792244931,3.706230845
264970,2607.53615,0.738808203,43.35625477,0.346016164,238486.32,2002.56154,0.747884096,8.70929371
482428,2563.528203,0.752126069,48.21836474,0.258642131,227294.2337,2012.292317,0.75208063,7.810485232
1062231,2475.910295,0.716197335,35.82163588,0.316281389,160808.6899,2008.5114,0.789434076,5.434534353
919293,2469.744357,0.781044659,43.8404125,0.310035889,156031.6694,2000.090613,0.6998648,5.700003057
700206,2525.03919,0.711318692,47.90533222,0.31649995,192517.9767,2000.804107,0.762097481,8.087449679
425884,2332.148733,0.748807665,45.52239471,0.280161988,183593.1096,2013.587019,0.80684438,5.986599951
789510,2595.024337,0.743377428,47.52051381,0.264784358,145121.6594,2003.45124,0.732451194,9.905145853
733214,2649.132992,0.777354907,45.69333724,0.27992696,240166.2298,2004.641979,0.75750591,1.296052518
791116,2515.765716,0.729548631,43.96051564,0.246459762,218383.2192,2006.763975,0.798718386,1.922026598
415169,2620.701955,0.734571979,48.30834679,0.289428541,244754.7594,2000.31769,0.744274104,10.24414391
330599,2300.7523,0.766722167,35.61631182,0.307777718,205005.1567,2006.225185,0.742417673,10.65055924
331512,2433.31643,0.757572614,40.99366995,0.305439514,235972.1556,2005.964345,0.691865882,0.942278544
745037,2521.067398,0.733105105,48.12325024,0.264752621,204836.7103,2010.42735,0.797063734,6.533195018
734095,2634.097542,0.74212297,37.25567999,0.329533626,209251.457,1996.672538,0.729790191,6.567839217
1349820,2915.49382,0.741823728,44.99452755,0.325502309,257487.235,1999.215401,0.741300674,7.006325367
1170227,2349.103267,0.810485524,48.1235401,0.296645519,190518.6767,2009.195253,0.730836625,10.46030066
439760,2600.886657,0.750865687,39.87008177,0.30514107,202284.1848,2011.219821,0.767153546,5.540554388
1100692,2592.197244,0.76386083,40.11878433,0.279993338,199638.7857,2010.018534,0.796071449,10.53052794
1088762,2484.854569,0.779045769,46.01599603,0.298769919,256136.0533,2012.763366,0.797359156,11.13565835
130611,2358.06971,0.703865316,50.71354839,0.286261807,198648.0538,2004.055128,0.716349676,10.72066607
141358,2540.943984,0.732952234,51.72153384,0.257185875,194490.5726,2007.689176,0.765073697,6.328217025
1016351,2469.808957,0.69162889,51.2852331,0.246952818,203904.2792,2001.417237,0.729497588,8.653262218
614038,2381.822599,0.750094937,42.98328374,0.295083527,186030.1205,2010.488984,0.770748999,7.46048508
710511,2876.894899,0.701576973,47.41280956,0.300948897,236433.0271,2006.993228,0.749428079,13.21060384
