SampID,Treatment,TimeToClear
17266,D,2298.794309
17274,B,2361.508674
17283,D,2059.676484
17287,B,2032.349174
17288,C,2010.514956
17290,B,2229.498253
17292,B,2064.471777
17296,D,1790.469511
17298,C,2096.686682
17300,C,1985.31894
17317,A,1995.811146
17317,B,943.8967114
17320,D,2390.174895
17321,C,2481.476497
17322,D,2053.683941
17326,B,1727.117353
17328,C,2659.406424
17333,A,1903.673122
17334,D,1606.536209
17335,A,2863.185053
17336,A,2363.080703
17336,D,1476.510453
17351,B,2330.089581
17355,D,2639.929676
17360,D,1908.648568
17362,D,1362.091372
17373,C,2461.17826
17375,C,2372.502767
17378,C,1258.537974
17379,B,1981.056083
17380,A,2246.128786
17380,D,1844.669006
17383,D,1724.219849
17384,D,2084.528713
17386,C,1494.321272
17392,D,2189.620285
17393,A,1273.923197
17394,D,2890.777898
17397,A,1667.175185
17401,A,968.99267
17401,B,2730.87866
17406,B,2039.794283
17406,D,1556.853016
17408,D,2261.487169
17416,A,2561.667972
17417,C,2107.102969
17418,B,2612.288032
17418,C,1601.9707
17422,D,2435.349069
17431,D,2143.643406
17436,A,3116.008184
17441,D,1384.877203
17444,C,2358.594362
17452,A,2878.349529
17453,C,1585.148044
17455,A,1816.50558
17460,C,2099.548693
17468,C,1550.277486
17472,A,2017.39475
17474,B,2103.875266
17482,A,1152.720366
17491,D,1756.932089
17493,A,1421.536318
17496,C,1352.387915
17499,B,3177.495737
17500,C,1980.107963
17506,C,1563.409863
17509,D,1628.608629
17512,D,2116.973201
17519,D,1539.67133
17527,C,1970.981424
17528,C,1091.562596
17530,B,1846.284045
17530,C,1401.56352
17530,C,1795.949625
17530,D,1953.593544
17534,B,2598.933584
17540,C,2497.124135
17544,A,2077.781818
17546,C,2380.289526
17547,A,1175.65735
17548,B,1060.703997
17549,B,2140.200289
17554,B,1573.664891
17557,C,1714.987369
17559,D,1684.686464
17561,C,1986.418539
17568,A,571.2668271
17580,C,1734.864544
17585,C,2044.603387
17593,C,1358.867557
17594,A,1811.117197
17597,A,1434.829101
17599,C,1293.523977
17599,D,1450.010796
17609,D,838.6879297
17613,A,2342.151723
17620,A,1939.428605
17620,A,1950.432753
17623,A,2048.954938
17624,B,2177.561297
17625,B,1209.31154
17626,C,1621.149272
17627,B,2289.988387
17627,C,1869.701834
17627,D,2229.954602
17629,D,1660.736474
17629,D,2654.692882
17630,C,1117.586655
17630,D,2471.728614
17635,C,2222.813665
17637,D,1774.897811
17641,B,1869.859764
17645,B,1834.005478
17645,C,2196.526144
17649,A,1867.700007
17653,C,818.3969116
17658,B,1347.30295
17662,B,2471.232559
17665,A,2139.477011
17669,C,1403.287208
17674,B,1082.107833
17679,B,2240.401936
17681,C,2100.077959
17683,B,2333.785503
17683,B,2415.895613
17684,B,2616.955382
17686,B,3290.08764
17688,C,2097.348484
17691,A,1509.65764
17699,B,1575.85482
17711,B,1919.182708
17714,D,2475.243633
17721,D,2305.624942
17723,A,996.7966431
17726,B,1583.474367
17729,D,1455.508248
17746,D,1488.006812
17748,A,2289.346408
17756,B,1583.500073
17758,D,2179.114816
17760,A,3026.782816
17760,C,889.154274
17761,C,2728.044229
17763,C,1601.470808
17767,B,1592.36356
17769,D,1535.144719
17773,B,1685.843141
17774,A,1767.59554
17776,B,2045.829229
17776,B,2398.770182
17787,C,2147.368575
17787,D,2689.940755
17790,D,2694.230538
17792,D,1604.976586
17794,C,2143.47554
17794,D,1782.556059
17795,C,2061.375565
17798,A,1619.788648
17798,A,2040.728998
17801,D,1667.884743
17803,A,2490.081117
17808,D,2637.869429
17809,C,2096.185717
17811,D,1594.878915
17812,B,2988.557481
17812,B,2013.585469
17819,D,2290.00385
17820,C,2321.129981
17825,C,2121.815554
17828,D,2111.322361
17834,A,2106.270761
17835,B,2012.499859
17835,B,2517.18049
17835,C,2063.05417
17835,D,1459.94592
17836,C,1840.183973
17838,A,491.1868262
17838,D,1947.75145
17842,B,2050.942108
17843,D,2460.341851
17844,C,969.1452649
17844,C,1738.504998
17858,C,2682.01819
17866,C,2187.187131
17867,B,2408.181448
17868,B,1161.31358
17869,B,1976.417862
17874,A,2371.384706
17874,A,2653.430406
17876,A,1877.655981
17880,B,1657.379653
17882,A,2156.679053
17883,D,1762.067667
17885,D,1054.039005
17893,C,2231.731269
17894,D,2482.869676
17896,D,1683.365951
17904,C,1865.474184
17906,B,2042.415084
17908,D,2546.712435
17909,A,1910.067808
17910,C,1938.125296
17915,C,2670.356865
17915,D,1417.412798
17915,D,1772.395302
17916,B,3034.467595
17917,A,883.6436034
17920,A,2169.020884
17923,A,1716.239285
17927,D,2819.696702
17937,C,2010.814948
17943,B,2555.922523
17946,B,1616.932331
17948,A,1462.256932
17952,D,2250.160469
17956,A,1615.089107
17957,B,2497.860263
17972,D,2138.315568
17975,B,2098.466025
17976,B,1721.60739
17977,D,1818.501629
17984,D,2128.636032
17986,A,2409.417988
17998,D,3322.939799
18005,D,2447.381112
18005,D,2148.272361
18007,C,2234.716015
18007,D,1368.641811
18008,C,2329.105229
18010,B,2100.18026
18010,C,1580.61442
18010,D,2050.513234
18014,D,2601.606008
18016,D,2497.709249
18018,D,2015.590587
18020,C,2206.553613
18024,B,1992.774801
18025,D,802.3195185
18027,D,1953.107663
18029,B,2199.195416
18030,D,2093.211959
18033,C,1150.090989
18035,A,2495.461171
18035,C,1928.780375
18036,A,2314.918502
18037,A,2142.416728
18037,C,2235.620156
18040,B,1847.922564
18048,D,2612.400483
18052,A,1274.456095
18056,A,1048.350184
18056,C,2005.263455
18056,C,2259.053745
18066,B,2069.423432
18067,C,1052.315941
18068,A,2219.872304
18068,C,1551.718964
18071,C,2636.220485
18074,C,2024.529155
18079,D,2738.649252
18081,A,2522.821486
18082,C,1580.653107
18085,D,2097.538699
18089,B,1735.73177
18092,B,1537.956476
18093,B,1793.958083
18093,C,1409.851233
18095,C,3174.12863
18099,A,2436.677966
18102,A,2290.876364
18104,B,2891.196243
18106,A,1850.709315
18107,B,1178.516899
18113,B,2018.059542
18114,A,2114.06074
18117,A,2052.254188
18120,C,2039.376006
18127,B,2066.488244
18138,C,2293.025519
18142,B,2647.185641
18143,C,1362.413523
18144,A,1588.938671
18145,B,797.7069943
18151,A,2491.90412
18154,B,1862.350645
18156,B,2393.545968
18161,A,1718.368195
18161,C,888.6126988
18163,A,1913.992493
18167,B,2462.601616
18170,C,2376.593459
18173,C,1421.29047
18173,D,1845.746202
18176,B,2398.193526
18177,C,2899.185612
18178,B,1707.102125
18183,B,2588.064844
18185,B,1361.387141
18185,B,2778.858108
18196,A,1586.571498
18200,C,1421.906817
18208,C,3015.559374
18209,B,2212.972888
18215,D,2676.855002
18221,C,3343.623035
18223,B,1362.532832
18231,C,2175.401697
18235,C,2291.076396
18235,C,2777.040298
18237,B,2134.200835
18240,A,1506.50207
18241,D,1478.500834
18246,A,2274.302654
18247,A,2411.500403
18248,D,1947.910044
18252,D,2364.338558
18253,C,1986.49339
18254,D,2150.463339
18256,D,1714.699623
18266,A,1894.865934
18268,B,2203.671348
18273,A,2053.655451
18273,A,1018.563698
18275,C,1947.507042
18278,B,1758.008029
18278,D,2616.952956
18284,B,2279.703901
18289,D,2329.047958
18290,C,1352.247872
18303,C,1617.574884
18306,D,1788.539773
18308,C,2198.18129
18314,A,2368.063186
18319,B,1341.320812
18319,C,1820.86464
18320,D,1574.122893
18321,B,1938.706141
18322,C,1762.032825
18323,C,2494.725526
18324,C,1587.118095
18325,D,2392.201611
18326,A,1398.311422
18326,C,2396.472148
18327,B,1671.211681
18328,C,2718.180615
18330,C,1335.051505
18340,B,2535.852662
18340,C,1983.060757
18340,C,2267.069285
18341,A,1555.144187
18343,B,1248.742357
18347,C,2505.727611
18347,C,2482.725269
18350,A,2077.401245
18351,A,2017.11627
18358,C,1856.246906
18363,B,2068.747771
18369,D,2004.270948
18371,D,2004.755242
18378,D,1618.393605
18387,D,1443.204506
18388,A,2780.289842
18389,B,1694.783162
18390,B,1499.481562
18394,A,1748.287358
18395,C,1748.149075
18397,A,1766.24328
18398,C,2339.840765
18402,B,1668.497402
18403,C,1765.54601
18403,D,3229.503707
18408,B,2209.07928
18409,B,2970.103714
18413,A,1755.47313
18414,D,1364.366438
18414,D,1509.192229
18430,C,1494.673308
18433,C,1872.969293
18441,C,1779.780572
18443,C,1870.361026
18447,C,1206.929176
18451,A,2352.34645
18451,C,1531.247438
18454,D,2232.485188
18455,B,1587.649666
18459,D,1583.434781
18464,A,1959.782683
18465,A,2184.908325
18466,B,2068.796831
18474,B,1346.752538
18476,B,1982.887775
18477,A,1858.233978
18479,A,910.2820082
18485,D,1811.999849
18486,A,2529.489773
18489,A,1905.283185
18492,C,2463.155187
18496,D,1869.490859
18497,A,1646.753238
18497,A,1684.677133
18501,A,1814.680108
18508,C,2237.720296
18509,C,1787.765738
18510,B,2575.730903
18510,C,2297.544697
18522,A,2489.187965
18522,C,2970.350582
18525,D,1607.567595
18526,C,2250.882709
18531,D,1609.769891
18538,B,2226.148054
18540,A,1767.024676
18543,A,1573.496065
18543,C,2453.176632
18543,D,2399.425225
18547,D,2325.049695
18555,A,1730.481309
18555,C,2078.911391
18557,C,1334.665218
18561,B,1844.166637
18562,B,1601.584896
18565,C,1326.106451
18571,C,1356.138594
18571,C,2154.924983
18572,B,1728.186097
18572,D,1766.222904
18576,A,2097.931897
18582,A,3043.19925
18587,A,2162.034049
18588,D,2043.470353
18590,B,2109.232262
18590,C,2097.632416
18590,D,2324.827464
18593,D,2420.45305
18595,C,2277.694184
18602,B,2323.58843
18604,C,1937.900724
18608,B,1927.015294
18609,A,1331.866773
18610,B,1213.163343
18612,B,1577.58221
18615,C,1795.782774
18617,C,1491.692719
18620,A,2884.504728
18622,A,1568.143162
18624,A,1600.437724
18627,D,779.3924833
18641,D,2639.209369
18643,D,1740.916967
18654,D,1926.555962
18658,C,1442.051516
18665,B,1189.864093
18665,C,1214.536471
18666,B,1999.582846
18668,D,1723.323804
18670,D,1195.574802
18675,A,1663.031311
18675,C,2508.892031
18679,D,1764.950711
18682,B,2541.904067
18685,D,2207.717822
18690,C,2329.171039
18691,B,1906.965189
18693,A,1772.73274
18693,B,2473.150583
18693,D,2314.831618
18695,A,1354.824976
18696,A,1906.730831
18697,B,2556.294343
18697,B,2945.393438
18707,C,2436.699561
18708,A,1308.274692
18709,B,1790.52594
18709,B,2566.804315
18715,C,2299.147306
18719,A,2074.06805
18723,A,2168.323678
18734,B,1539.206328
18734,D,1817.368375
18737,A,2206.355774
18738,C,2626.467505
18743,A,2175.916693
18743,D,2298.794889
18749,D,2197.394559
18751,C,2784.085775
18751,D,2332.74379
18757,A,2128.732529
18768,A,2304.492255
18768,D,2350.384716
18769,D,3641.829893
18770,C,2626.500354
18771,B,2047.771721
18771,C,2188.679406
18776,C,1578.705436
18783,C,1595.492643
18784,D,1578.235109
18786,B,2110.442779
18786,B,2617.441057
18795,B,1834.944134
18798,C,1577.744182
18802,C,1460.233341
18804,B,1740.070618
18805,B,2931.571356
18816,C,1266.941955
18817,B,1634.666131
18822,D,1777.647687
18824,C,2069.004443
18829,C,1419.293782
18833,D,1722.892149
18834,B,2171.026149
18836,C,1841.772035
18837,C,1331.224438
18837,D,2508.809121
18842,B,2457.615219
18849,B,2615.80865
18855,A,2149.8975
18856,C,2392.216974
18856,D,2752.920773
18860,A,2175.518938
18862,A,1934.350427
18865,D,1898.015324
18868,C,1566.811599
18872,A,1951.075892
18875,A,1905.173707
18875,C,2210.725817
18878,A,3597.880874
18880,D,2715.208045
18881,A,2295.609006
18882,D,2006.736548
18883,B,2276.645409
18885,D,1767.587281
18888,D,1481.332143
18889,C,2266.327659
18891,B,1388.481655
18898,A,1900.804932
18899,A,2621.34958
18899,B,1803.533289
18900,B,1626.978153
18906,A,2123.808414
18910,D,2089.090611
18917,A,2504.474891
18919,B,1656.640823
18919,B,2515.750761
18920,D,1327.316898
18923,B,2080.77757
18928,A,2019.911795
18928,B,1841.922015
18928,C,1711.104797
18932,B,1538.182314
18936,A,2631.389626
18938,A,3386.676331
18940,A,2351.802959
18942,B,2267.222884
18945,B,1698.175552
18950,D,2250.0908
18951,C,1561.252888
18954,C,2791.126936
18955,A,2302.027636
18958,C,1963.95035
18961,C,1570.141968
18962,C,1890.525706
18966,A,1816.741158
18968,C,2376.357284
18969,C,2546.785663
18970,B,1314.323099
18972,B,1551.895105
18972,B,1653.321466
18974,B,2472.454048
18974,C,1898.116535
18975,C,2650.314178
18976,C,1503.431544
18977,A,2138.906412
18977,B,2281.576929
18981,A,1665.726166
18982,C,1484.684356
18982,D,2754.369973
18986,A,736.2649119
18986,D,2300.575943
18987,B,2208.54807
18987,C,2404.527808
18996,B,1455.724605
18996,D,1567.842241
19000,A,1486.368284
19002,C,2689.920339
19003,D,2924.890004
19006,A,1431.562713
19006,A,2730.504762
19015,A,2459.77568
19016,D,1980.23003
19018,C,2290.316749
19020,D,968.7663795
19023,A,2187.548334
19023,B,2438.334938
19024,A,1721.712722
19024,C,2374.365042
19024,D,1810.620522
19029,B,3163.255663
19035,C,2579.367991
19035,D,2351.785384
19043,A,1709.278485
19043,D,1869.109094
19046,C,2083.74706
19046,D,2267.718529
19053,B,1844.964464
19055,A,2044.064121
19056,B,1900.639268
19057,D,2284.618405
19064,D,3264.167348
19069,C,2013.943983
19070,A,2134.588667
19072,D,1997.513218
19079,B,1877.075776
19079,D,1959.362771
19080,C,2499.166575
19080,C,2505.870761
19081,D,816.3188398
19083,D,2696.340427
19086,B,2562.012462
19091,A,2382.057825
19101,D,2266.619546
19103,A,2032.824876
19104,B,2269.027728
19105,D,2805.207248
19109,B,2301.270949
19111,D,1792.135448
19112,C,1566.943901
19113,A,3497.9163
19115,C,2297.727549
19117,C,2361.136521
19117,D,1641.240833
19121,B,1727.619629
19129,B,1655.900738
19134,B,1940.831859
19137,C,2034.763883
19145,C,2307.771226
19146,A,1653.046223
19147,B,1795.756865
19148,D,1168.258411
19154,D,2136.990895
19155,B,2622.417181
19160,A,2026.583656
19161,C,1589.291836
19163,B,1416.007883
19163,B,1448.310199
19166,A,1815.269674
19169,B,717.5029746
19179,A,1111.953016
19184,C,1907.732385
19187,A,1852.716453
19187,A,1772.014535
19188,C,1660.573323
19190,C,1759.701317
19191,B,2447.419643
19191,D,2135.96634
19194,A,1990.002452
19195,D,2070.444603
19202,C,2708.882743
19202,D,1790.524441
19205,B,1679.521479
19206,D,2240.029671
19207,B,1634.17523
19208,A,1629.341315
19214,B,815.5858857
19214,B,1571.023821
19222,B,1822.426264
19227,D,2339.832029
19230,C,2321.94215
19231,B,1626.410146
19232,C,1799.775148
19252,C,2010.336968
19253,A,1977.372331
19262,A,748.2228048
19263,A,1703.816775
19263,B,2403.152549
19276,D,2258.788825
19277,B,1606.062579
19280,C,1516.20719
19287,A,1919.681432
19287,D,2328.415709
19289,C,1824.844647
19292,B,2170.913293
19298,A,2095.604581
19299,A,2565.158094
19303,C,2733.542535
19304,A,1203.839233
19307,C,2088.59431
19313,A,2199.696769
19315,A,2323.132534
19316,B,1266.56636
19321,B,1284.230746
19321,B,1550.233001
19323,D,1729.684147
19329,D,2980.758162
19331,D,2429.571154
19333,D,2134.833122
19336,C,1272.580575
19336,D,2169.098797
19337,A,2452.377313
19345,A,1543.041268
19352,C,1902.578932
19357,A,2605.712221
19358,A,2611.806521
19365,D,2359.885846
19368,A,2739.986539
19368,B,2391.665199
19370,A,2215.25794
19371,C,2496.403604
19376,C,2335.084245
19377,B,1135.13784
19379,A,1484.222633
19389,C,2022.369144
19391,A,2390.40964
19391,B,2705.64379
19391,C,1577.897406
19398,B,2464.721578
19399,B,1532.242073
19400,D,2150.015549
19401,D,1498.417717
19402,A,2731.330562
19406,B,2439.129314
19408,C,1881.280927
19409,A,1552.616459
19411,C,1606.52378
19413,A,2096.033369
19413,D,2435.222561
19416,C,2397.69268
19418,C,1843.873026
19427,C,1147.952732
19432,D,1504.472111
19438,D,1659.770372
19442,D,2719.380506
19444,B,2079.332534
19445,D,2741.718435
19446,C,1807.514029
19447,C,2298.015483
19451,D,1984.153801
19462,C,2575.236227
19463,D,1595.599918
19464,D,2572.679791
19467,A,1686.548616
19470,D,1914.979314
19473,B,2335.035237
19476,A,2052.022854
19476,B,2271.902851
19477,A,2225.484809
19478,D,2365.218002
19483,D,2165.721075
19484,C,1702.315947
19489,A,1918.091551
19492,D,1779.156816
19498,B,1922.03841
19500,D,1874.521691
19502,D,1497.043865
19503,B,2791.827587
19503,D,2269.807767
19506,B,1491.605321
19508,B,1522.829283
19510,D,2126.763377
19520,B,2653.041143
19528,B,2158.661091
19528,C,1265.06345
19530,C,1295.577304
19530,C,2679.869288
19532,A,1842.544517
19532,B,2776.590796
19538,B,2107.050316
19538,C,1937.452979
19538,D,3001.153319
19540,B,1835.747147
19546,C,1398.883448
19551,D,1731.635392
19555,A,1181.414015
19560,D,2572.21331
19561,B,2498.479938
19563,D,2203.064704
19568,C,2255.689013
19573,D,1929.929464
19576,C,1960.306099
19576,C,2431.693842
19582,A,2020.218468
19594,B,2118.52955
19600,D,2057.639789
19602,B,1800.651359
19602,D,1328.5285
19604,D,1643.823901
19610,A,1229.486515
19613,D,1243.246612
19615,A,2659.419132
19616,C,2205.106337
19618,B,1837.838533
19624,C,1458.353441
19625,C,2346.423588
19626,A,2745.177237
19626,B,1880.191357
19627,C,2567.083401
19629,B,3298.529196
19630,B,1788.378272
19632,B,1956.738211
19634,A,2893.147296
19637,C,1904.67686
19643,B,2081.022397
19644,A,2073.504922
19651,C,2322.239466
19654,B,1117.365224
19654,D,2160.765695
19656,A,2342.559112
19661,C,2217.782233
19663,B,3825.653298
19668,B,2191.470688
19673,B,2683.073701
19676,B,1933.381925
19681,D,2640.249662
19682,B,1391.61581
19687,B,2614.521845
19690,C,2352.345149
19693,D,1132.400772
19694,A,1637.502208
19698,C,626.0538212
19699,A,2104.038188
19706,B,1819.042695
19707,A,1516.572928
19711,A,2276.885643
19715,B,2320.919007
19717,A,1711.055602
19724,A,2196.679708
19725,B,2199.817411
19730,A,2301.008806
19736,B,1563.166263
19738,A,2395.74083
19739,C,1689.573103
19740,C,1827.731919
19743,C,2722.191459
19748,A,2629.371193
19759,A,2822.941464
19761,A,1683.198502
19762,C,2178.792571
19763,A,1847.475812
19769,C,1672.260659
19778,C,2641.337598
19779,B,1855.011745
19784,B,1815.413192
19787,C,1223.655301
19787,D,1596.389203
19790,C,2030.29721
19791,A,2026.685788
19791,B,1779.172645
19791,D,2371.074736
19792,A,2021.569402
19792,B,2011.088988
19802,B,2179.860159
19802,B,1638.562227
19805,C,2524.393254
19809,B,2615.549273
19809,C,2686.940857
19809,D,2145.132716
19812,D,2595.631385
19813,D,1979.2719
19816,B,1478.220996
19820,B,1212.673055
19823,D,1555.608092
19824,A,1716.945159
19828,A,2069.767448
19829,D,1780.254689
19835,A,1968.143347
19838,C,1624.1763
19842,A,1600.913003
19849,D,1891.688367
19853,A,2543.105854
19858,D,2524.712599
19869,A,2481.958061
19870,D,2011.546996
19872,A,1326.002579
19872,D,2105.465281
19876,A,2288.54979
19882,D,1877.479868
19883,C,2095.862496
19888,B,1061.22628
19889,D,1533.146175
19889,D,1790.226002
19890,B,1180.511264
19890,C,1500.688419
19891,B,2905.529523
19891,B,2912.069054
19892,B,2312.615969
19892,B,2572.245068
19892,D,1881.131284
19899,C,1512.598481
19900,B,2801.90604
19901,B,2398.101843
19904,D,1180.640988
19905,A,3168.912284
19906,D,2397.193817
19911,C,2194.774701
19913,B,2278.04963
19915,A,2559.90041
19915,B,2429.536635
19920,D,1622.184651
19921,D,1998.251099
19926,B,2437.821494
19926,C,2170.454081
19928,D,1505.430238
19929,B,2059.819704
19933,C,1755.07437
19943,C,2452.107774
19944,A,1451.280313
19945,C,838.6280764
19946,A,1629.350319
19949,B,2582.283089
19952,C,2715.464104
19952,D,3048.593221
19953,B,2359.021593
19963,B,2325.651016
19965,D,2009.108458
19966,B,2313.750812
19973,B,1961.513597
19974,C,1792.04133
19976,B,1611.703236
19976,D,1544.515876
19977,C,2453.752219
19977,C,2376.128369
19981,A,2687.729026
19983,C,2176.124916
19986,A,2456.704687
19994,B,3088.38932
19995,D,2554.947165
20000,A,1854.565727
20001,C,630.4172351
20007,A,1237.163986
20010,C,2389.73835
20011,C,2610.794912
20014,C,2071.999486
20016,C,1783.537152
20017,C,1653.277759
20017,D,1345.45384
20023,C,2688.310532
20023,C,1644.750926
20028,A,1702.864703
20029,C,2027.817133
20030,C,2728.35166
20034,A,2048.761112
20039,B,2043.8025
20039,C,2280.135182
20039,D,2064.282821
20044,D,2060.408309
20049,B,1418.457877
20050,B,2104.366933
20056,A,2243.469457
20056,A,2388.96614
20063,C,1991.83134
20069,A,2470.577401
20074,A,1744.132233
20074,A,1970.314758
20076,C,1404.299696
20077,B,2087.270357
20077,D,2657.603303
20079,B,2482.498814
20084,C,1320.28998
20085,D,2462.330627
20087,C,2229.816421
20088,A,859.9406172
20090,A,2170.376929
20090,A,1368.239168
20090,C,2399.880209
20094,C,2371.52647
20096,D,2304.01795
20102,B,2385.608964
20103,B,1649.367618
20103,C,2199.699431
20108,A,2457.579772
20109,C,2902.13087
20118,A,1967.522038
20119,B,2119.890434
20122,A,1699.741386
20125,A,3361.033027
20125,C,2172.89184
20126,A,1323.929756
20129,B,1226.940917
20129,D,2554.529396
20130,C,2157.778777
20139,D,2601.685763
20144,A,2110.815821
20146,C,1415.297668
20159,C,1744.068043
20162,D,1815.068144
20167,B,2147.379672
20167,D,2272.993772
20170,A,2108.736163
20174,D,2839.85464
20176,C,1428.989102
20184,D,1883.765256
20184,D,1830.540426
20193,B,2344.131612
20194,B,1925.480684
20194,D,1815.790784
20197,D,1639.484334
20200,B,2129.021637
20200,C,1375.723164
20201,B,2799.98643
20202,B,2124.030439
20204,D,2548.65981
20206,D,2642.820305
20207,D,1888.47971
20208,D,2270.041947
20211,B,2366.410181
20212,B,2091.84591
20214,C,2060.775065
20216,B,1448.217881
20217,D,2247.473778
20221,C,3102.560139
20230,B,2154.979097
20231,C,2877.048743
20236,D,1611.569119
20240,B,858.6556397
20243,D,1268.117981
20255,C,2398.195567
20260,B,1780.179855
20260,C,1775.396031
20260,D,2373.316102
20268,A,2625.8141
20269,C,773.697634
20271,C,2233.321392
20272,B,1653.571655
20273,B,2549.908368
20275,B,2202.880945
20277,A,1227.176355
20277,B,1883.694898
20278,A,1693.625636
20282,C,2184.359783
20283,C,2406.697089
20286,A,2804.87877
20290,D,2280.704962
20291,C,2024.221228
20297,D,1894.212183
20301,C,1791.288257
20302,B,1850.69864
20304,C,1527.424399
20307,D,1485.902101
20311,D,1482.804937
20331,B,2158.546705
20333,C,2323.050737
20341,C,2613.183024
20341,D,1643.050035
20342,D,2479.592877
20346,A,2169.242413
20347,C,1904.104186
20352,C,1488.856212
20355,C,2122.137543
20357,C,1989.59768
20358,C,2528.922316
20359,D,2568.307614
20361,B,2467.926094
20366,A,2166.250849
20368,A,1803.731986
20368,A,3745.33622
20370,B,1876.024029
20373,A,1536.157637
20374,D,1801.617288
20384,C,2942.006282
20387,B,1355.941187
20387,D,2520.506057
20389,C,2301.353796
20393,D,1966.76587
20401,A,1914.208662
20407,B,2237.718471
20409,B,1441.957185
20411,A,1946.995055
20415,D,2042.8823
20420,A,2862.066487
20422,C,1814.213888
20423,A,2485.638311
20426,A,1956.549949
20428,B,2611.01892
20434,A,2305.221242
20434,A,2114.469879
20435,A,2412.603096
20435,B,2016.990981
20435,D,2535.910361
20439,C,2472.529617
20440,A,2227.134724
20440,A,2076.449872
20440,D,2050.144516
20443,C,2851.82306
20447,B,1829.194969
20450,B,1779.628826
20450,C,2511.038563
20451,B,3257.53529
20451,D,3304.420723
20455,A,2723.168174
20455,B,1156.671919
20462,C,1600.442073
20464,D,2057.446186
20467,A,1895.598237
20469,C,2295.183225
20471,A,1535.582216
20471,C,1217.77812
20471,D,1559.482444
20473,C,2762.85016
20475,C,1550.073243
20475,D,2058.458825
20480,D,2661.976372
20484,A,791.6977477
20485,C,2096.73755
20494,A,2215.056598
20499,A,2351.66661
20503,A,1220.670065
20505,D,1699.4312
20506,A,1887.437745
20512,A,2127.069107
20524,B,2274.612218
20538,C,1894.8496
20538,D,2522.498782
20540,B,2899.110316
20542,A,2330.896323
20542,C,1849.746252
20546,A,3043.131569
20546,A,2348.347988
20550,B,2347.023582
20556,B,1826.94544
20557,A,1787.527483
20564,B,1830.499288
20566,C,2568.953806
20566,C,2660.174237
20568,A,2212.254974
20576,B,1780.523508
20576,C,2474.514989
20580,C,1656.277607
20580,D,2382.312453
20585,D,2594.975677
20588,A,2492.376677
20589,D,2330.302702
20594,C,2232.052092
20596,D,2508.228167
20599,B,2467.920047
20603,C,1601.715616
20604,C,1396.936017
20608,B,2263.529163
20613,B,1878.304503
20617,C,2284.427036
20617,D,2263.378777
20617,D,2083.703716
20618,C,2154.197062
20622,D,1978.532929
20625,D,2130.291531
20626,B,1710.443847
20627,D,1010.704061
20636,B,2238.778477
20636,B,1492.876051
20639,B,2486.693379
20639,C,792.6954888
20640,B,2200.332511
20640,B,818.5535989
20641,B,2017.012648
20641,C,2094.629278
20642,C,1875.589419
20643,B,2059.451034
20643,B,2576.172305
20643,C,3159.74548
20643,C,2266.370784
20644,D,2145.224593
20649,A,2081.309322
20656,A,1632.757401
20657,A,2464.398351
20668,B,2619.001453
20681,A,1514.880646
20687,C,1696.025372
20691,C,1174.761936
20695,C,1799.24603
20696,D,2123.964611
20698,C,1510.287961
20704,B,1265.769122
20706,D,2256.062569
20707,B,2009.377999
20708,A,1807.020837
20714,C,2715.146139
20719,C,2430.002108
20721,A,2101.92816
20726,A,1914.113439
20728,C,2352.318977
20730,C,2417.408998
20731,B,2132.402568
20733,A,2103.895612
20733,A,1739.852343
20735,B,2738.429079
20736,B,1459.149336
20738,C,1593.783594
20739,B,1828.548967
20750,C,2250.351208
20750,C,2310.336248
20753,D,1943.518468
20754,B,2375.308814
20755,D,1412.686327
20765,C,2026.480985
20771,C,1143.870252
20772,D,2543.268937
20772,D,1453.468079
20774,A,1617.027331
20776,A,696.3866885
20776,C,2485.924282
20777,C,1855.39821
20778,B,2659.91283
20781,D,2311.102034
20783,B,2235.00578
20784,C,2545.738687
20784,D,2477.660303
20790,C,2615.60715
20790,D,1652.377253
20791,C,1669.078738
20792,A,1851.188872
20795,C,2558.078038
20796,B,1806.047699
20796,B,1709.729976
20797,C,2428.172609
20802,A,2809.874515
20802,C,2165.301437
20806,D,2399.982219
20809,C,2153.851039
20813,B,2745.629983
20817,A,1050.530941
20819,B,1828.164103
20820,C,1467.867485
20827,A,2071.580938
20827,A,1694.133914
20827,D,1678.516345
20828,D,2319.029096
20830,B,1448.978373
20833,B,2039.049382
20833,B,2161.953507
20835,A,2090.739037
20837,C,2321.072574
20838,B,2852.088229
20843,A,2050.764193
20851,C,1300.41218
20855,D,3021.976008
20863,A,2347.559382
20863,B,1722.545175
20877,D,1466.604597
20896,D,1943.054246
20897,C,1662.176163
20898,D,2160.278166
20899,C,2301.387082
20908,A,2292.496263
20913,D,2012.480202
20925,C,1377.93342
20931,A,2516.650918
20931,D,2841.745951
20934,D,1472.530281
20936,A,2810.187216
20938,A,2491.962656
20944,A,2331.204693
20945,A,2033.858063
20945,A,2041.112738
20945,A,1869.203595
20951,D,1691.150354
20952,C,2504.720662
20952,C,1785.9125
20954,A,2245.529861
20956,B,1512.29493
20956,D,1348.632289
20958,A,2229.641455
20961,D,1981.858352
20967,C,1318.954006
20969,A,2634.320135
20972,A,1965.659314
20976,A,2537.92735
20979,C,2528.736356
20980,B,1634.135753
20985,B,2437.09497
20987,A,983.1065523
20987,D,2079.623549
20988,A,2291.710216
